update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,719.5379402093763,2,0.18363715211550394,0.3063805080765963,0.0,0.859375,52.916666666666664,18.726652130052504,10.0,64.0,1.913738876581192,0.06012658914551139,-0.026741307927295566,0.014434811077080667,0.10382440938401769,0.18363715211550394,0.3063805080765963,0.0,0.859375
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,743.2183913257188,5,0.1766927076710595,0.27562625118317785,0.0,0.859375,53.80555555555556,16.621304007615652,10.0,64.0,1.9257199466228485,0.07848338736221194,-0.0157648294698447,0.010232970351353288,0.06095988640705555,0.1766927076710595,0.27562625118317785,0.0,0.859375
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,750.7380135985122,8,0.13035037842663852,0.26575365261040707,0.0,0.957812488079071,56.45454545454545,16.326388583741593,3.0,64.0,1.9073579013347626,0.057212130166590214,0.002379746685619466,0.005527613451704383,0.036203483585485405,0.13035037842663852,0.26575365261040707,0.0,0.957812488079071
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,753.9687092703484,11,0.2363671876490116,0.375665261667507,0.0,0.971875011920929,49.325,23.599139285151907,2.0,64.0,1.905842125415802,0.07185504958033562,-0.007315460097743198,0.013255646917968988,0.09741847668989315,0.2363671876490116,0.375665261667507,0.0,0.971875011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,755.11600190899,13,0.22343750116301747,0.3431539336400724,0.0,0.9156249761581421,50.36585365853659,21.262306161271812,6.0,64.0,1.8941603600978851,0.06583106145262718,-0.02781651576515287,0.01371553901117295,0.0922485849147653,0.22343750116301747,0.3431539336400724,0.0,0.9156249761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,752.0702745418859,16,0.3632161434118946,0.3978114894375448,0.0,0.9859374761581421,41.875,25.23607289179519,1.0,64.0,1.8743466138839722,0.114024861715734,-0.03209553565829992,0.017739189439453185,0.10369480818077381,0.3632161434118946,0.3978114894375448,0.0,0.9859374761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,761.3550088057272,19,0.282395834227403,0.31695648898566625,0.0,0.971875011920929,47.71111111111111,19.68035932623885,2.0,64.0,1.8605596721172333,0.14771612361073494,-0.023812434868887067,0.013256867649033666,0.05863716454975154,0.282395834227403,0.31695648898566625,0.0,0.971875011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,754.0675266905945,21,0.3285807284216086,0.37551951837352343,0.0,0.971875011920929,44.041666666666664,23.507940443366977,2.0,64.0,1.8505915850400925,0.1520675653591752,-0.012135648576077074,0.016894201864488423,0.1141561670725674,0.3285807284216086,0.37551951837352343,0.0,0.971875011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,752.47775044757,24,0.3110039899957941,0.3553984673243004,0.0,0.971875011920929,45.212765957446805,21.99993826897796,2.0,64.0,1.8479855507612228,0.13166500627994537,-0.03294743853621185,0.01620635366998613,0.08936279293542662,0.3110039899957941,0.3553984673243004,0.0,0.971875011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,756.4603963988336,27,0.3436523461714387,0.354707492271864,0.0,0.9437500238418579,43.5625,22.284997055193884,4.0,64.0,1.8243628144264221,0.13873091153800488,-0.029788704589009285,0.01563483662903309,0.09158468490694549,0.3436523461714387,0.354707492271864,0.0,0.9437500238418579
11,22528,717.3960506503842,30,0.4345108682046766,0.37378991537522205,0.0,0.9859374761581421,37.73913043478261,23.77286979677235,1.0,64.0,1.807924285531044,0.1721787303686142,-0.03447389369830489,0.018711934331804514,0.1372996851672174,0.4345108682046766,0.37378991537522205,0.0,0.9859374761581421
12,24576,754.5036783432344,32,0.41458333173283823,0.36312655154789464,0.0,0.9859374761581421,39.25925925925926,23.200562880452313,1.0,64.0,1.7816362082958221,0.21381943486630917,-0.013076336006633937,0.01789516967255622,0.14039210868296143,0.41458333173283823,0.36312655154789464,0.0,0.9859374761581421
13,26624,747.9563475768293,35,0.4399245687086007,0.3501168993143149,0.0,0.957812488079071,37.62068965517241,22.194926094762334,3.0,64.0,1.7846929430961609,0.2619169391691685,-0.013565519246185431,0.019464101758785546,0.11388535748238944,0.4399245687086007,0.3501168993143149,0.0,0.957812488079071
14,28672,746.7900469429364,38,0.5418704718999241,0.3684924275404529,0.0,0.9859374761581421,30.82608695652174,23.685717901600064,1.0,64.0,1.7365799695253372,0.30087535828351974,-0.02505815587937832,0.020337171154096723,0.13620350753141575,0.5418704718999241,0.3684924275404529,0.0,0.9859374761581421
15,30720,748.5727634388353,41,0.6044704856144058,0.32291281375166403,0.0,0.9859374761581421,27.13888888888889,21.176051433659385,1.0,64.0,1.7180422693490982,0.3410263955593109,-0.031327602453529835,0.022787941619753838,0.15825523940414984,0.6044704856144058,0.32291281375166403,0.0,0.9859374761581421
16,32768,755.734373269287,43,0.5177246085368097,0.37336621349259663,0.0,0.9859374761581421,32.40625,23.993956758681968,1.0,64.0,1.7491622567176819,0.2797849662601948,-0.005593373964074999,0.020375510677695274,0.12355606752597903,0.5177246085368097,0.37336621349259663,0.0,0.9859374761581421
17,34816,762.9353920252128,46,0.5651116088032723,0.3565773027667008,0.0,0.9859374761581421,29.3,22.8306498249299,1.0,64.0,1.697020873427391,0.3083045296370983,-0.017222105816472322,0.023907423950731754,0.15219205974102573,0.5651116088032723,0.3565773027667008,0.0,0.9859374761581421
18,36864,751.1012891846799,49,0.6114166690905889,0.3326576796838634,0.0,0.971875011920929,26.4,21.439527357974416,2.0,64.0,1.6206614524126053,0.32530835270881653,-0.04578044288791716,0.02306353859603405,0.14825909511894653,0.6114166690905889,0.3326576796838634,0.0,0.971875011920929
19,38912,738.9497432925821,52,0.6477289231883925,0.3171397606731504,0.0,0.971875011920929,24.058139534883722,20.57338235815756,2.0,64.0,1.6144942492246628,0.40766455233097076,-0.0339267086237669,0.028416969580575824,0.20471341286490832,0.6477289231883925,0.3171397606731504,0.0,0.971875011920929
20,40960,760.8125071797245,54,0.6559840416971673,0.33094812203016777,0.0,0.9859374761581421,23.404255319148938,21.4814710602774,1.0,64.0,1.6017057746648788,0.41219909116625786,-0.0232327482663095,0.02522467542439699,0.14115346612208773,0.6559840416971673,0.33094812203016777,0.0,0.9859374761581421
21,43008,710.4194005685218,57,0.6984879041230807,0.2885274549036292,0.0,0.971875011920929,20.752688172043012,18.895101438339225,2.0,64.0,1.5749079138040543,0.44114020839333534,-0.018124668509699404,0.024929655715823174,0.1689251696861108,0.6984879041230807,0.2885274549036292,0.0,0.971875011920929
22,45056,741.7010738859915,60,0.6993125006556511,0.3057316507247325,0.0,0.9859374761581421,20.6,19.99549949363606,1.0,64.0,1.586238071322441,0.4646941050887108,0.013932609843323007,0.024427461437880993,0.19496722781165582,0.6993125006556511,0.3057316507247325,0.0,0.9859374761581421
23,47104,739.1493377851286,63,0.7085486793747315,0.30066227985646427,0.0,0.971875011920929,19.83653846153846,19.315254322845792,2.0,64.0,1.5999860316514969,0.4828127436339855,-0.006515266402857378,0.023284307215362787,0.2563950763039124,0.7085486793747315,0.30066227985646427,0.0,0.971875011920929
24,49152,739.4790732285273,65,0.6612068980760958,0.3145568288121783,0.0,0.9859374761581421,23.35632183908046,20.87729725070084,1.0,64.0,1.599791869521141,0.46216679364442825,0.025763059325981885,0.02364872465841472,0.15155791442948102,0.6612068980760958,0.3145568288121783,0.0,0.9859374761581421
25,51200,728.1832099170662,68,0.7485294100366721,0.26784740503127075,0.0,0.9859374761581421,17.34453781512605,17.580277803366137,1.0,64.0,1.5093137472867966,0.5238485410809517,-0.025746891275048256,0.026051520835608244,0.14984390641348944,0.7485294100366721,0.26784740503127075,0.0,0.9859374761581421
26,53248,734.8234358963041,71,0.7297286183426255,0.28010239334743015,0.0,0.9859374761581421,18.657894736842106,18.49742938393011,1.0,64.0,1.5061158537864685,0.5016966834664345,-0.00040305202128365636,0.02174211642704904,0.15576323037339812,0.7297286183426255,0.28010239334743015,0.0,0.9859374761581421
27,55296,732.4778363650813,74,0.7738614355524381,0.21657826003632316,0.0,0.971875011920929,15.86046511627907,14.643962793427699,2.0,64.0,1.4198414832353592,0.5840951651334763,-0.01093273505102843,0.020093426341190934,0.2187771970052607,0.7738614355524381,0.21657826003632316,0.0,0.971875011920929
28,57344,749.9742738530523,77,0.8020900956221989,0.1838358851717272,0.0,0.9859374761581421,13.935064935064934,12.492426445742113,1.0,64.0,1.4133907556533813,0.632408082485199,-0.047433286206796765,0.016993008786812425,0.27186223603400916,0.8020900956221989,0.1838358851717272,0.0,0.9859374761581421
29,59392,734.5622815216416,79,0.7935233771345997,0.20230043406435902,0.0,0.9859374761581421,14.465648854961833,13.562576321900798,1.0,64.0,1.4323521703481674,0.605527825653553,0.007560738304164261,0.016121091204695404,0.13062332396515386,0.7935233771345997,0.20230043406435902,0.0,0.9859374761581421
30,61440,731.5231383211782,82,0.7964072468079579,0.23839581047036607,0.0,0.9859374761581421,14.070063694267516,15.618914978047751,1.0,64.0,1.3519119322299957,0.6081085130572319,-0.006881904220790602,0.02323552453890443,0.2603821343903314,0.7964072468079579,0.23839581047036607,0.0,0.9859374761581421
31,63488,701.5142444817808,85,0.8351608729926792,0.13690596348832648,0.21250000596046448,0.9859374761581421,11.721893491124261,9.735535164304087,1.0,56.0,1.384141594171524,0.6884772926568985,-0.0048331746947951615,0.012431451701559126,0.11160772651803316,0.8351608729926792,0.13690596348832648,0.21250000596046448,0.9859374761581421
32,65536,733.0095658050055,88,0.7899809162352831,0.213601738911562,0.0,0.9859374761581421,14.717557251908397,14.415997691898717,1.0,64.0,1.420304462313652,0.6297634392976761,0.037263404577970505,0.016424176516011357,0.15031685410493,0.7899809162352831,0.213601738911562,0.0,0.9859374761581421
33,67584,741.2705103949527,91,0.8034216782809058,0.22603784244162323,0.0,0.9859374761581421,13.708860759493671,15.144579093435409,1.0,64.0,1.3742689490318298,0.636933796107769,0.0323830908164382,0.01987749384716153,0.13585800593691374,0.8034216782809058,0.22603784244162323,0.0,0.9859374761581421
34,69632,711.4925805005319,93,0.7878080982137734,0.21576004831434079,0.0,0.9859374761581421,14.788732394366198,14.275375718848968,1.0,64.0,1.3703172355890274,0.6268230751156807,0.030293771997094154,0.015484615578316152,0.13924518478300976,0.7878080982137734,0.21576004831434079,0.0,0.9859374761581421
35,71680,732.0330196276676,96,0.8015190983812014,0.18676187067038383,0.0,0.9859374761581421,13.916666666666666,12.459099753459986,1.0,64.0,1.38533253967762,0.6523482128977776,0.011153020022902638,0.01462869020178914,0.11434301303111606,0.8015190983812014,0.18676187067038383,0.0,0.9859374761581421
36,73728,743.1477914197527,99,0.7849550198650721,0.22243866652194735,0.0,0.9859374761581421,15.022727272727273,14.898884394421854,1.0,64.0,1.3732104748487473,0.6097241044044495,0.03118374157929793,0.015873190248385072,0.15020199912473536,0.7849550198650721,0.22243866652194735,0.0,0.9859374761581421
37,75776,731.427836516204,102,0.804498406921982,0.204914744128396,0.0,0.9859374761581421,13.630573248407643,13.53141502818596,1.0,64.0,1.3204227685928345,0.6386313214898109,-0.01013451861217618,0.019655460258945823,0.1530770803389495,0.804498406921982,0.204914744128396,0.0,0.9859374761581421
38,77824,717.3437495667929,105,0.79592391308667,0.2091085369049887,0.0,0.9859374761581421,14.202898550724637,13.719318559729242,1.0,64.0,1.3262449204921722,0.5889010578393936,-0.0030278928170446306,0.017890949500724673,0.14348749770280633,0.79592391308667,0.2091085369049887,0.0,0.9859374761581421
39,79872,721.2400075802146,108,0.8035828032691008,0.22610923821340972,0.0,0.9859374761581421,13.605095541401274,14.817685233919256,1.0,64.0,1.3280827403068542,0.6092489585280418,0.01229523154324852,0.017039797035977244,0.17076388154819744,0.8035828032691008,0.22610923821340972,0.0,0.9859374761581421
40,81920,729.66463474613,110,0.8127246094867587,0.2123047306280333,0.0,0.9859374761581421,13.00625,13.93130327490935,1.0,64.0,1.3033730536699295,0.6152874156832695,-0.00979822943918407,0.017949776956811547,0.1457836541494559,0.8127246094867587,0.2123047306280333,0.0,0.9859374761581421
41,83968,697.236082526108,113,0.8374817259827553,0.16201851648510252,0.0,0.9859374761581421,11.473684210526315,11.109405840210322,1.0,64.0,1.2644769251346588,0.660137452185154,-0.01503263707854785,0.014891171245835721,0.15709046958667866,0.8374817259827553,0.16201851648510252,0.0,0.9859374761581421
42,86016,727.3421945004044,116,0.8192739510786033,0.17675995754430052,0.0,0.9859374761581421,12.766467065868264,12.193031340355006,1.0,64.0,1.241128072142601,0.6605461910367012,-0.0016550468717468902,0.01674824790097773,0.13852059204001416,0.8192739510786033,0.17675995754430052,0.0,0.9859374761581421
43,88064,733.9034350018045,119,0.8166324022765222,0.16670909476454807,0.15625,0.971875011920929,13.039473684210526,11.85486885260505,2.0,60.0,1.298478752374649,0.6552741453051567,0.01266793443937786,0.014395451522432268,0.15075257764562505,0.8166324022765222,0.16670909476454807,0.15625,0.971875011920929
44,90112,714.921540883212,122,0.79513644290642,0.22133144887752101,0.0,0.9859374761581421,14.267605633802816,14.689708715775627,1.0,64.0,1.3567883968353271,0.619248665869236,0.021950826165266335,0.017984982347115874,0.16500677232759792,0.79513644290642,0.22133144887752101,0.0,0.9859374761581421
45,92160,722.6955379142091,125,0.8178852211754277,0.17123941288455577,0.0,0.9859374761581421,12.90566037735849,11.974707334998643,1.0,64.0,1.3546640872955322,0.6543033942580223,0.011878293575136922,0.014144459855742753,0.12153431342512867,0.8178852211754277,0.17123941288455577,0.0,0.9859374761581421
46,94208,717.4058766762391,127,0.8287843183716598,0.19906351732887584,0.0,0.9859374761581421,12.052023121387283,13.664123691397142,1.0,64.0,1.3391438722610474,0.651449166238308,0.012031165417283773,0.01717761775944382,0.16000146151296568,0.8287843183716598,0.19906351732887584,0.0,0.9859374761581421
47,96256,728.1738271819272,130,0.7959309889831476,0.22325183923851402,0.0,0.9859374761581421,14.215277777777779,14.849786378207433,1.0,64.0,1.4026412814855576,0.6065235361456871,0.0354105313308537,0.018863850506022573,0.13621738096248787,0.7959309889831476,0.22325183923851402,0.0,0.9859374761581421
48,98304,708.579936591924,133,0.8212747715595292,0.18080572334511158,0.0,0.9859374761581421,12.579268292682928,12.289190548716103,1.0,64.0,1.3898510932922363,0.6541384980082512,-0.003750473180843983,0.016685211565345526,0.11784927823163321,0.8212747715595292,0.18080572334511158,0.0,0.9859374761581421
49,100352,727.2535818781589,136,0.7990559903490875,0.2205088192327286,0.0,0.9859374761581421,13.993055555555555,14.636567850468156,1.0,64.0,1.4257874637842178,0.6096294596791267,0.029268134152516723,0.019028049428015947,0.16556522727084633,0.7990559903490875,0.2205088192327286,0.0,0.9859374761581421
